rating,text
5,nice
5,Fantastic neighborhood public elementary school.
5,"This day and age, nothing is hidden all in the open and moving forward with progress. Top notch staff with fantastic leadership."
4,Principal and teachers are fantastic here!
5, null
4, null
5, null
3, null
5,"I love this cafe! The staff are super friendly, the food is absolutely amazing, and the coffee is delicious! Great little cafe with a wonderful, welcoming atmosphere!"
5,"Delicious Reuben sandwiches, Tortilla soup, excellent lemon muffins! I've also had the quiche & a yummy fresh smoothie/juice. Tasty food prepared to order!"
5,Anyone who takes any trips out on East End Road is bound to end up here. They love their plants and their regulars. It's fun to try out barista specials and trust them to treat you to the best of their abilities.
5,Breve to die for! Their breakfast sandwich is delicious. And the quality beverage doesnt waiver from barista to barista. Excellent every visit
4,Very good lol make a breakfast Sandi to put mcgriddle out and I'll be there every day
5,"Friendly girl making great sandwiches and cookies, perfect Americano. 'Nuff said."
5,Love the breakfast burrito..lots of great veggies!
4,Well stocked and has pretty much everything you should need for any home project.
5,Almost had an ace from the alternate tee box
4,Finished the round with a birdie
5,Had a great time! I like hitting the course in the spring and fall before everything has grown up. It makes it way easier to find a disc when it has gone astray.
1,"This course is completely unsafe to play.  My 11 year old daughter fell into a mud hole 3 feet deep right in the middle of the course on hole 5.  I could barely pull her out, and she twisted her ankle in the process.  Who in the hell would build a disc golf course in the middle of a swampy bog?  This is a lawsuit waiting to happen."
5,Great place to empty a six pack with your friends while wandering around in the woods and throwing stuff.
4,Pretty good besides the sticker bushes
5,Well maintained and super fun just watch out for moose
5,What a fun course for disc golf! We will be back often!
4,Group needs to collectively come together and cut down the brush
5,I love this game!
5,Disc golf course is epic.
5,Wide range of par 3 holes
5, null
5, null
5, null
5, null
4, null
4,They sell gas and diesel for boats
5,Helpful and friendly staff to cheer you up after you see how much gas your boat takes.
5, null
5, null
5, null
5, null
5, null
5,Great service and better food!
5, null
5, null
5, null
5,"We just moved to Eagle River, AK from Charleston, SC and we are so thankful we found Creative Minds Preschool. Our 4-year old daughter loves this school (and so do we). Ms. Melanie, Susanne & Jennie are phenomenal teachers and you can tell that they truly care about each and every child. Can\u2019t recommend them enough!"
5,"GLCC rocks! You won't find a better 1st century, diverse body, holy spirit filled, and most importantly, scripturally based church in all of Alaska. If you're looking for the truth and a place to worship our God, this is the place to be!"
5, null
5, null
5,I love this camp!
1,"Don't expect any one will be happy to see you! make sure call them before you go, they will kick you out if you just show up. Not very nice people."
5,"We moved to Alaska April 2018. Within our first month living in Alaska, we learned about the camp Gateway To The Arctic. We instantly fell in love with the camp and its programs for community including vulnerable adults and under privileged children. Throughout the last nine months, we have continued to volunteer our time and donate to this camp and its programs. Awesome people and awesome camp!"
5,A little piece of heaven on earth!
5,What a wonderful camp!!
5, null
5, null
5, null
5,Arctic Terra fixed our cracked foundation and they were super great. They also gave us a great deal after finding out we had an old septic tank in the backyard that caused a sinkhole. Would recommend 10/10
1,Will hit your car and lie about it to the insurance
5,Best in the business!
5,"Love the wings, tacos and loaded tots! Friendly staff and great prices too. What a nice addition to the Sleepy Hollow Golf Course."
5,Best food truck in the Valley! Love that it\u2019s so close to my house and the view of Hatcher Pass doesn\u2019t hurt either.
5,"The combination of their tasty coffee, the friendly staff and the view really sets them apart. Highly recommended!"
